StartDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q1,Q1_6_TEXT,school_selected,school_other,Q3,Q4,Q4_12_TEXT,Q5,Q5_8_TEXT,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q9_6_TEXT,has_library,Q11,Q13,Q14,Q15,Q16,Q16_3_TEXT,Q17,Q18,Q18_3_TEXT,Q12,Q19,Q20,lantern_group,Q22,Q22_7_TEXT,Q23,Q24,Q24_3_TEXT,Q25,Q25_8_TEXT,Q26,Q27,Q28,Q28_18_TEXT,Q29,Q29_5_TEXT,Q30,menstrual_kit,Q32,Q33,Q33_5_TEXT,Q34,Q34_3_TEXT,Q35,Q35_4_TEXT,has_computers,Q37,Q37_9_TEXT,Q38,Q38_7_TEXT,Q39,Q40,Q40_4_TEXT,Q41,Q41_9_TEXT,Q42,Q43,school_name
10/6/2025 8:45:01,141,R_88P9zmqfFzsn2ld,6.990236,-1.099257,Alex,NA,Wenamda,NA,Male,12,NA,Class 6,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,Yes,NA,"With class,On my own",More than 3 times a week,No,"I like to read books,I like to learn new words",NA,N/A,NA,NA,NA,Yes,NA,Yes,3,NA,"Yes, I am a lantern leader right now",I enjoy the responsibility,NA,6 x per week,NA,NA,It helps me learn,Other:,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wenamda
10/7/2025 5:14:00,198,R_g8kTOtTTDYUmbOe,7.125677,-0.676083,Alex,NA,TunTum,NA,Female,15,NA,JHS Form 3,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,From my teachers,Yes,NA,Yes,5,NA,"Yes, I am a lantern leader right now",I enjoy the responsibility,NA,Every day,NA,"Yes, visited",It helps us do our homework,Other:,N/A,NA,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tun Tun
10/7/2025 5:17:26,110,R_80Nd6BZc4vSBePK,7.125677,-0.676083,Alex,NA,TunTum,NA,Female,15,NA,JHS Form 1,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,From my teachers,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,It helps us with our homework,Other:,N/A,NA,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tun Tun
10/7/2025 5:19:21,189,R_2xMAxHZidOew2RK,7.125677,-0.676083,Alex,NA,TunTum,NA,Female,10,NA,Class 6,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,From my teachers,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,It help us learn,Other:,N/A,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tun Tun
10/7/2025 4:47:51,124,R_0kCOrXXg87JdfGe,7.125721,-0.676368,Alex,NA,Yonguase M/A Basic School,NA,Female,10,NA,Class 5,NA,Yes,1-2 times,"Hands-on learning,Enjoyable to play with",NA,Other:,N/A,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,6 x per week,NA,NA,It helps us to read,Other:,N/A,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yonguase
10/7/2025 4:52:30,184,R_d6bKvUFh2OZbYw7,7.125721,-0.676368,Alex,NA,TunTum,NA,Male,11,NA,Class 5,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,From my teachers,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,It helps us learn,Other:,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tun Tun
10/7/2025 4:50:13,122,R_a5AiR7gAEhi0zu7,7.125721,-0.676368,Alex,NA,TunTum,NA,Male,13,NA,Class 6,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,From my teachers,Yes,NA,Yes,4,NA,"No, I have never been a lantern leader",NA,NA,6 x per week,NA,NA,It help us learn how to read,Other:,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tun Tun
10/7/2025 3:20:33,149,R_f5fMXRu2m4ZLDVl,7.123293,-0.795249,Alex,NA,Mosipanin D/A Basic School,NA,Male,16,NA,JHS Form 3,NA,Yes,3-4 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,Headmaster,Yes,NA,Yes,6,NA,"Yes, I am a lantern leader right now",I enjoy the responsibility,NA,Every day,NA,"Yes, visited",It help us learn,Other:,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosipanin
10/7/2025 3:17:42,154,R_gITFqFWn2pn5WEn,7.123293,-0.795249,Alex,NA,Mosipanin D/A Basic School,NA,Male,15,NA,JHS Form 2,NA,Yes,3-4 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with,Other:",NA,Other:,N/A,Yes,NA,"With class,On my own",1-2 times a week,No,"I like to read books,I like to learn new words",NA,N/A,NA,NA,NA,Yes,NA,Yes,4,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,It has help us to do our homework,Other:,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosipanin
10/7/2025 3:14:09,175,R_h7aQ823gBHuwujH,7.123293,-0.795249,Alex,NA,Mosipanin D/A Basic School,NA,Female,13,NA,JHS Form 2,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,Headmaster,Yes,NA,Yes,3,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,It has help me learn how to tea,Other:,NA,NA,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosipanin
10/7/2025 4:40:06,157,R_bCxWStv2YmpRI8f,7.125721,-0.676368,Alex,NA,TunTum,NA,Male,15,NA,JHS Form 2,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Not enough kits,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,My teachers,Yes,NA,Yes,4,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,It helps me with my homework,Other:,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tun Tun
10/7/2025 5:11:51,127,R_bxef5bO8lGrzfpE,7.127652,-0.683538,Alex,NA,TunTum,NA,Female,16,NA,JHS Form 2,NA,Yes,3-4 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,My teachers,Yes,NA,Yes,4,NA,"No, I have never been a lantern leader",NA,NA,6 x per week,NA,NA,It helps us learn,Other:,N/A,NA,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tun Tun
10/7/2025 4:45:42,123,R_8AmRbRE0ZrlOgrk,7.125721,-0.676368,Alex,NA,TunTum,NA,Male,13,NA,JHS Form 3,NA,Yes,3-4 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,From my teachers,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,6 x per week,NA,NA,It helps us with our homework and we we read,Other:,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tun Tun
10/7/2025 4:42:45,173,R_8CnKrC4ekK7TvLi,7.125721,-0.676368,Alex,NA,TunTum,NA,Male,17,NA,JHS Form 1,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,From my teachers,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,It helps us learn,Other:,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tun Tun
10/7/2025 3:23:15,194,R_mmXH4WBOeJO80QQ,7.123292,-0.795249,Alex,NA,Mosipanin D/A Basic School,NA,Female,15,NA,JHS Form 3,NA,Yes,3-4 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Not enough kits,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,Headmaster,Yes,NA,Yes,6,NA,"Yes, I am a lantern leader right now",I enjoy the responsibility,NA,6 x per week,NA,"Yes, visited",NA,Broken lanterns,NA,NA,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosipanin
10/14/2025 6:15:58,302,R_fkbFYSFGrFpD9oe,7.628158,-0.971125,Alex,NA,Watroso,NA,Female,13,NA,JHS Form 1,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,From my teachers,"Not currently, but they had one in the past","Yes, I used to use them",NA,NA,NA,NA,NA,NA,NA,NA,NA,Meeting with my friends to Lea,Broken lanterns,NA,NA,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watro (Watroso)
10/14/2025 6:21:02,100,R_5ObKj4xxdP0QVFF,7.628172,-0.971082,Alex,NA,Watroso,NA,Male,14,NA,JHS Form 1,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,Fro my head master,"Not currently, but they had one in the past",I don't remember,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watro (Watroso)
10/14/2025 6:22:46,127,R_38cu1eivqTgw4zG,7.628122,-0.971116,Alex,NA,Watroso,NA,Male,15,NA,JHS Form 3,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not currently, but they had one in the past",I don't remember,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watro (Watroso)
10/14/2025 6:25:10,156,R_f1ChsK4RJuCysXR,7.628095,-0.971074,Alex,NA,Watroso,NA,Female,15,NA,JHS Form 3,NA,Yes,3-4 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,My headmaster,"Not currently, but they had one in the past","Yes, I used to use them",NA,NA,NA,NA,NA,NA,NA,NA,NA,It helps us with our homework,"Broken lanterns,Other:",N/A,NA,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watro (Watroso)
10/14/2025 6:27:50,146,R_6iH3dlGYH9BFIBp,7.628188,-0.971077,Alex,NA,Watroso,NA,Female,14,NA,JHS Form 2,NA,Yes,3-4 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not currently, but they had one in the past","Yes, I used to use them",NA,NA,NA,NA,NA,NA,NA,NA,NA,It helps us do our home work,Other:,N/A,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watro (Watroso)
10/14/2025 6:30:22,113,R_dmeZejANrN8uzig,7.628119,-0.971014,Alex,NA,Watroso,NA,Male,15,NA,JHS Form 2,NA,Yes,3-4 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Other:,N/A,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,N/A,From my head master,"Not currently, but they had one in the past","Yes, I used to use them",NA,NA,NA,NA,NA,NA,NA,NA,NA,It helps us to learn,Other:,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watro (Watroso)
10/6/2025 5:09:55,0,R_mXEjbYIqDdANEV2,6.849911,-1.136308,Richard,NA,Bahankra,NA,Male,12,NA,Class 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
10/14/2025 6:18:44,161,R_iZEWWg6qrxtNZVb,7.647276,-0.966038,Richard,NA,Watroso,NA,Female,12,NA,Class 6,NA,No,NA,NA,NA,NA,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,NA,Family members,"Not currently, but they had one in the past","Yes, I used to use them",NA,NA,NA,NA,NA,NA,NA,NA,NA,I was able to read and do my assignments even when it’s dark.,Other:,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watro (Watroso)
10/14/2025 6:17:01,101,R_7q2PtBpb6bem37F,7.647276,-0.966038,Richard,NA,Watroso,NA,Male,17,NA,Class 5,NA,No,NA,NA,NA,NA,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,NA,Teacher,"Not currently, but they had one in the past","Yes, I used to use them",NA,NA,NA,NA,NA,NA,NA,NA,NA,I was able to learn after school,"Bad battery life,Other:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watro (Watroso)
10/14/2025 6:21:27,114,R_6cGastQNg9kaTU4,7.647276,-0.966038,Richard,NA,Watroso,NA,Male,15,NA,Class 6,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Not enough kits,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not currently, but they had one in the past","Yes, I used to use them",NA,NA,NA,NA,NA,NA,NA,NA,NA,The lantern help to improve on my reading,Broken lanterns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watro (Watroso)
10/14/2025 6:14:58,120,R_9UvatmpnwXmW57o,7.647276,-0.966038,Richard,NA,Watroso,NA,Female,12,NA,Class 5,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Not allowed to use with freedom,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,NA,Family,"Not currently, but they had one in the past","Yes, I used to use them",NA,NA,NA,NA,NA,NA,NA,NA,NA,Enjoy reading at night,"Bad battery life,Other:",NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Watro (Watroso)
10/14/2025 4:57:52,290,R_aIpco2KQVxuiC0r,7.662847,-0.991049,Richard,NA,Old KonKrompe,NA,Female,15,NA,JHS Form 3,NA,Yes,1-2 times,Help to understand confusing concepts,NA,Not allowed to use with freedom,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,NA,Family member,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Konkompe
10/14/2025 4:48:41,232,R_m5bjqALsjBXGFZb,7.731191,-0.992922,Richard,NA,Old KonKrompe,NA,Female,13,NA,JHS Form 1,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Konkompe
10/7/2025 2:43:41,83,R_cZIHDNZSvtue38w,7.122934,-0.795317,Richard,NA,Mosipanin D/A Basic School,NA,Female,16,NA,JHS Form 1,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Not enough kits,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never assigned,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosipanin
10/14/2025 4:39:23,133,R_oKscSyGEABWWTCV,7.670492,-0.991288,Richard,NA,Old KonKrompe,NA,Male,10,NA,Class 6,NA,No,NA,NA,NA,NA,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,NA,Family members,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Konkompe
10/14/2025 5:02:45,130,R_hReEbCUx6NA1vEl,7.662847,-0.991049,Richard,NA,Old KonKrompe,NA,Male,15,NA,JHS Form 3,NA,No,NA,NA,NA,NA,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,NA,Family members,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Konkompe
10/14/2025 4:54:14,216,R_mfM9VWVOiJzZeub,7.733626,-0.992988,Richard,NA,Old KonKrompe,NA,Female,15,NA,JHS Form 2,NA,Yes,3-4 times,Enjoyable to play with,NA,"Not allowed to use with freedom,Not enough kits",NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Konkompe
10/6/2025 5:17:21,131,R_a6KtI0kRO2F1PMg,6.849793,-1.13588,Richard,NA,Bahankra,NA,Female,11,NA,Class 6,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Not enough kits,NA,Yes,NA,With class,1-2 times a week,No,I like to learn new words,NA,The library is small,NA,NA,NA,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,I am able to read more because of the lantern group.,Other:,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
10/7/2025 2:39:57,61,R_dyBYT7fzWGBGb19,7.122844,-0.795448,Richard,NA,Mosipanin D/A Basic School,NA,Male,11,NA,Class 6,NA,Yes,1-2 times,Help to understand confusing concepts,NA,Missing parts,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never assigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosipanin
10/7/2025 2:38:58,57,R_d2d7i8y7abUrox9,7.122844,-0.795448,Richard,NA,Mosipanin D/A Basic School,NA,Female,9,NA,Class 6,NA,No,NA,NA,NA,NA,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,NA,From home,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never assigned,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosipanin
10/7/2025 2:41:00,54,R_a7B4XcxnvXmhnzr,7.122844,-0.795448,Richard,NA,Mosipanin D/A Basic School,NA,Female,11,NA,Class 6,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never assigned,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosipanin
10/6/2025 5:13:58,200,R_jBl8Sb0Tyi4hMy3,6.849793,-1.13588,Richard,NA,Bahankra,NA,Male,14,NA,Class 6,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not allowed to use with freedom",NA,Yes,NA,With class,1-2 times a week,No,"I like to read books,I like to learn new words",NA,We need more books. Also the library is at the JHS which makes difficult to Accra anytime we want,NA,NA,NA,Yes,NA,Yes,2,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,It has help to improve on my learning,Other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
10/14/2025 4:41:39,146,R_hKpb3cCK2B4VYSh,7.706911,-0.992268,Richard,NA,Old KonKrompe,NA,Female,12,NA,Class 6,NA,No,NA,NA,NA,NA,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,NA,From teacher,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Konkompe
10/7/2025 2:37:55,61,R_fkUMnXvYiQrKa9C,7.122844,-0.795448,Richard,NA,Mosipanin D/A Basic School,NA,Male,11,NA,Class 5,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosipanin
10/14/2025 4:47:01,98,R_8QmUPAd8rsdCYCW,7.727638,-0.992827,Richard,NA,Old KonKrompe,NA,Male,15,NA,JHS Form 1,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Konkompe
10/6/2025 5:10:48,68,R_fmPlzxWCCdgTXJ9,6.849793,-1.13588,Richard,NA,Bahankra,NA,Male,12,NA,Class 5,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not allowed to use with freedom",NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never assigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahankra
10/7/2025 2:42:21,78,R_nywKk9L0D55uhkM,7.122934,-0.795317,Richard,NA,Mosipanin D/A Basic School,NA,Male,12,NA,JHS Form 1,NA,Yes,1-2 times,Help to understand confusing concepts,NA,"Missing parts,Not allowed to use with freedom,Not enough kits",NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never assigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosipanin
10/14/2025 4:38:04,74,R_ofrkVwWPXgP0zvB,7.670487,-0.991288,Richard,NA,Old KonKrompe,NA,Female,11,NA,Class 5,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Not enough kits,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Konkompe
