StartDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q1,Q1_6_TEXT,school_selected,school_other,Q3,Q4,Q4_12_TEXT,Q5,Q5_8_TEXT,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q9_6_TEXT,has_library,Q11,Q13,Q14,Q15,Q16,Q16_3_TEXT,Q17,Q18,Q18_3_TEXT,Q12,Q19,Q20,lantern_group,Q22,Q22_7_TEXT,Q23,Q24,Q24_3_TEXT,Q25,Q25_8_TEXT,Q26,Q27,Q28,Q28_18_TEXT,Q29,Q29_5_TEXT,Q30,menstrual_kit,Q32,Q33,Q33_5_TEXT,Q34,Q34_3_TEXT,Q35,Q35_4_TEXT,has_computers,Q37,Q37_9_TEXT,Q38,Q38_7_TEXT,Q39,Q40,Q40_4_TEXT,Q41,Q41_9_TEXT,Q42,Q43,school_name
9/4/2025 12:33:58,369,R_oIkFwY3wTy7T8U5,5.705159,-0.992579,Richard,NA,Mobia,NA,Male,14,NA,Class 5,NA,Yes,1-2 times,Enjoyable to play with,NA,Hard to understand,NA,Yes,NA,Teacher brings books,Less than once a week,No,Other:,He does not enjoy reading much because he is. A slow reader,I want more fun books,NA,NA,NA,Yes,NA,Yes,4,NA,"No, I have never been a lantern leader",NA,NA,4 x per week,NA,NA,Yes I use them to study in the night which very helpful in doing home work and studying,Other:,Not yet experience anything yet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mobia
9/11/2025 4:02:16,607,R_0nNFfLirB5M9rsF,7.281723,-2.435308,Alex,NA,Kurasua #1 MA School,NA,Female,15,NA,JHS Form 3,NA,No,NA,NA,NA,NA,NA,Yes,NA,"With class,On my own",1-2 times a week,No,I like to learn new words,NA,No challenges,NA,NA,NA,Yes,NA,Yes,5,NA,"Yes, I am a lantern leader right now",I enjoy the responsibility,NA,2 x per week,NA,"Yes, visited",The lantern group has help me to gather my friends,Bad battery life,NA,NA,NA,Yes,Yes,Always,I have learned more about my body and cycle,NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/11/2025 3:56:14,354,R_faY0wyTeeYXEWMv,7.28107,-2.434746,Alex,NA,Kurasua #1 MA School,NA,Male,14,NA,JHS Form 2,NA,No,NA,NA,NA,NA,NA,Yes,NA,With class,Less than once a week,Yes,I like to read books,NA,Difficulty in reading,NA,NA,NA,Yes,NA,Yes,2,NA,"Yes, I am a lantern leader right now",I enjoy the responsibility,NA,3 x per week,NA,No,Help me to finished my home work at home,Other:,None,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/11/2025 3:49:51,233,R_ipbdqx7M4A8bnfb,7.281774,-2.43603,Alex,NA,Kurasua #1 MA School,NA,Male,15,NA,JHS Form 2,NA,No,NA,NA,NA,NA,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,They do not have a library,School text boosks,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/10/2025 3:59:34,255,R_06pEi2p0fYuYHRB,7.292984,-2.402705,Richard,NA,Nwawasua MA School,NA,Male,12,NA,Class 5,NA,No,NA,NA,NA,NA,NA,I do not know,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not currently, but they had one in the past","No, I have never used one of the lanterns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1 time a week,NA,"ICT,Typing",NA,Never,I have to go home after school to help my parents,NA,Other:,Typing,I get the use the computers to learn,Some of the computers don’t work,Nwawasua MA
9/10/2025 6:49:50,69,R_0VF12FFplYGLrWn,7.282046,-2.435768,Richard,NA,Kurasua #1 MA School,NA,Female,11,NA,Class 6,NA,No,NA,NA,NA,NA,NA,Yes,NA,Teacher brings books,I have never visited,No,"I like to read books,I like to learn new words",NA,The books are not many at the library,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/10/2025 6:39:48,205,R_fOSkZKmDGn9lo1V,7.282869,-2.43101,Richard,NA,Kurasua #1 MA School,NA,Male,12,NA,JHS Form 1,NA,Yes,3-4 times,"Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not allowed to use with freedom",NA,Yes,NA,"With class,Teacher brings books",1-2 times a week,No,I like to learn new words,NA,There is not enough books,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/10/2025 7:06:59,181,R_1erMvmLhxjdADgY,7.283543,-2.434158,Richard,NA,Kurasua #1 MA School,NA,Male,13,NA,JHS Form 1,NA,Yes,3-4 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not enough kits",NA,Yes,NA,Teacher brings books,I have never visited,No,"I like to read books,I like to learn new words",NA,Because some students takes books away without permission we not allowed to visit there anymore,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never assigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/10/2025 3:42:46,516,R_6YwuwnWLu9wliRN,7.290715,-2.40512,Richard,NA,Nwawasua MA School,NA,Female,14,NA,JHS Form 2,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Not allowed to use with freedom,NA,Yes,NA,On my own,Less than once a week,Yes,I like to learn new words,NA,The library is small for me and I wanted to more books stocked at thel library,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,Yes,Yes,Always,I have learned more about my body and cycle,NA,I have no challenges with the kit,NA,NA,NA,Yes,3 times a week,NA,"ICT,Typing",NA,Never,I have to go home after school to help my parents,NA,"Used Excel/Word/other installed programs,Played a game,Read an article/web page,Read a book,Explored a website",NA,It makes learning very easy. I also explore more,Some don’t work or sometimes doesn’t function,Nwawasua MA
9/10/2025 7:04:12,164,R_cUKQGXvyOxNFnWB,7.283014,-2.434625,Richard,NA,Kurasua #1 MA School,NA,Female,14,NA,JHS Form 1,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not allowed to use with freedom,Not enough kits",NA,Yes,NA,Teacher brings books,Less than once a week,No,I like to learn new words,NA,We are not allowed to visit,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never assigned,NA,Yes,Yes,Sometimes,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/10/2025 6:43:16,172,R_l8MYwolLO54Utdc,7.282001,-2.435806,Richard,NA,Kurasua #1 MA School,NA,Male,12,NA,Class 6,NA,Yes,1-2 times,Help to understand confusing concepts,NA,"Not allowed to use with freedom,Not enough kits",NA,Yes,NA,"With class,On my own,Teacher brings books",1-2 times a week,No,I like to learn new words,NA,We are not allowed the borrow the books so we can learn at home,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/10/2025 3:51:28,484,R_0x4biKFdg506zVm,7.291599,-2.404362,Richard,NA,Nwawasua MA School,NA,Male,18,NA,JHS Form 3,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not enough kits",NA,Yes,NA,Never,NA,NA,NA,NA,NA,"I have no interest in visiting,I feel uncomfortable going by myself",NA,NA,"Not currently, but they had one in the past","No, I have never used one of the lanterns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,3 times a week,NA,"ICT,Typing",NA,Sometimes,Other:,I do visit when I have free time,"Used Excel/Word/other installed programs,Read a book",NA,I am very interested about robotics so I enjoy using the computer lab.,There fewer computers so we divide our class so we can all get use.,Nwawasua MA
9/10/2025 6:53:31,92,R_8isxU5OzMej11Ul,7.282429,-2.435175,Richard,NA,Kurasua #1 MA School,NA,Female,11,NA,Class 4,NA,No,NA,NA,NA,NA,NA,Yes,NA,Teacher brings books,I have never visited,No,I like to learn new words,NA,The books are old. We need news ones,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/10/2025 4:45:05,317,R_31uFKKmwbezVcLA,7.291534,-2.405729,Richard,NA,Nwawasua MA School,NA,Female,16,NA,Class 6,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts",NA,"Missing parts,Not allowed to use with freedom,Not enough kits",NA,Yes,NA,With class,Less than once a week,Yes,"I like to read books,I like to learn new words",NA,The books are few and we need more books,NA,NA,NA,"Not currently, but they had one in the past","No, I have never used one of the lanterns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Sometimes,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,"Other:,I have no challenges with the kit",It’s her first time to use EPI reusable pads,NA,NA,Yes,2 times a week,NA,ICT,NA,Sometimes,I have to go home after school to help my parents,NA,Used Excel/Word/other installed programs,NA,I am able to learn more things,I struggle to use the keyboard,Nwawasua MA
9/10/2025 6:46:10,218,R_ipMUJNWycaSsWZA,7.282012,-2.4358,Richard,NA,Kurasua #1 MA School,NA,Female,9,NA,Class 5,NA,No,NA,NA,NA,NA,NA,Yes,NA,Teacher brings books,I have never visited,No,"I like to read books,I like to learn new words",NA,Teachers don’t allow us to visit the library,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/10/2025 4:03:54,528,R_3KnG114IM6QDpww,7.294311,-2.404385,Richard,NA,Nwawasua MA School,NA,Male,12,NA,Class 5,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,Not enough kits,NA,Yes,NA,With class,Less than once a week,No,"I like to read books,I like to learn new words",NA,We have limited books,NA,NA,NA,"Not currently, but they had one in the past","Yes, I used to use them",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Other:,No problem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1 time a week,NA,"ICT,Typing",NA,Never,I am not allowed to by the teachers,NA,Used Excel/Word/other installed programs,NA,I am able to do practice with what I have been taught,Some of the computers don’t work,Nwawasua MA
9/10/2025 4:12:44,359,R_5dAqA0HjUQgokRb,7.322997,-2.371338,Richard,NA,Nwawasua MA School,NA,Female,11,NA,Class 5,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with,Other:",I use to learn more about science,Not enough kits,NA,Yes,NA,With class,1-2 times a week,No,I like to read books,NA,Sometimes we are not allowed to visit the library,NA,NA,NA,"Not currently, but they had one in the past","Yes, I used to use them",NA,NA,NA,NA,NA,NA,NA,NA,NA,I am able to use to learn at home. I am able to do my homework. Our home was bright at night,Broken lanterns,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2 times a week,NA,"ICT,Typing",NA,Never,I am not allowed to by the teachers,NA,Used Excel/Word/other installed programs,NA,I enjoy the use of the computer because am able to learn new thing and also learn about the use of computers,Some of the computers doesn’t power on.,Nwawasua MA
9/10/2025 7:10:01,124,R_bNNM5ugPWvbgx45,7.281893,-2.436138,Richard,NA,Kurasua #1 MA School,NA,Female,17,NA,JHS Form 3,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not enough kits",NA,Yes,NA,On my own,Less than once a week,No,"I like to read books,I like to learn new words",NA,Not enough reading books,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,Not enough underwear to use during my period,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/10/2025 6:37:50,116,R_4uMmgvqWAzQxbuc,7.282325,-2.431807,Richard,NA,Kurasua #1 MA School,NA,Male,16,NA,JHS Form 2,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not allowed to use with freedom,Not enough kits",NA,Yes,NA,Teacher brings books,I have never visited,No,I like to learn new words,NA,It’s help me learn to read,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/10/2025 6:51:02,147,R_3O2zbpLNyuBwy7d,7.282113,-2.435665,Richard,NA,Kurasua #1 MA School,NA,Female,12,NA,Class 4,NA,No,NA,NA,NA,NA,NA,Yes,NA,Teacher brings books,I have never visited,No,"I like to read books,I like to learn new words",NA,Some of the students take the books without permission so we are not allowed to go there.,NA,NA,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group stopped,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kurasua #1 MA
9/10/2025 4:40:33,195,R_3jjqgPsFm3s07EY,7.291534,-2.405729,Richard,NA,Nwawasua MA School,NA,Male,12,NA,Class 6,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not allowed to use with freedom",NA,Yes,NA,"With class,On my own",Less than once a week,No,"I like to read books,I like to learn new words",NA,We are not allowed to take books home. The library can not fit my class,NA,NA,NA,"Not currently, but they had one in the past","No, I have never used one of the lanterns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1 time a week,NA,ICT,NA,Never,I am not allowed to by the teachers,NA,Used Excel/Word/other installed programs,NA,We are able to learn more practical,Not enough computers.,Nwawasua MA
9/15/2025 5:35:23,235,R_fB2YlFP8vagcb12,6.450935,-0.447079,Richard,NA,Akwanserem,NA,Male,13,NA,JHS Form 1,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,6,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,We able to learn an do our homework. The strongness of the lantern help us to use for a long period of time,Other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akwanserem
9/15/2025 5:26:37,107,R_nostgNKuE0477pb,6.450884,-0.44709,Richard,NA,Akwanserem,NA,Male,10,NA,Class 5,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,NA,"Bad battery life,Other:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akwanserem
9/15/2025 5:24:08,147,R_eOkdhgHDkm8ZyOe,6.450874,-0.447093,Richard,NA,Akwanserem,NA,Female,12,NA,Class 6,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,4,NA,"I am not currently a leader, but I was in the past",I enjoy the responsibility,NA,Every day,NA,NA,We able to learn after school unlike before when we weren’t able to.,Other:,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akwanserem
9/15/2025 5:30:52,133,R_f56JSEBpyKh5GXy,6.450914,-0.447084,Richard,NA,Akwanserem,NA,Male,14,NA,JHS Form 2,NA,No,NA,NA,NA,NA,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,We don’t have a library,My family members,Yes,NA,Yes,5,NA,"Yes, I am a lantern leader right now",I enjoy the responsibility,NA,6 x per week,NA,"Yes, asked verbally",We able to learn and do our homework. The light is very bright and strong.,Other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akwanserem
9/15/2025 5:18:14,138,R_gts1MNOUOSq0gfv,6.450855,-0.447097,Richard,NA,Akwanserem,NA,Male,13,NA,Class 6,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,1,NA,"Yes, I am a lantern leader right now",I enjoy the responsibility,NA,Every day,NA,"Yes, asked verbally",I am able to study extra hours after school. Am also able to do my homework and other assignments,Other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akwanserem
9/15/2025 5:05:31,156,R_49ARfG0CVqhKXGM,6.451113,-0.447094,Richard,NA,Akwanserem,NA,Female,9,NA,Class 4,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,I am able to do my home work.,Other:,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akwanserem
9/15/2025 5:33:08,133,R_7MBSs68Z78u05jU,6.450924,-0.447082,Richard,NA,Akwanserem,NA,Female,10,NA,Class 5,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,3 x per week,NA,NA,I am able to learn after school,Other:,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akwanserem
9/15/2025 5:09:29,304,R_eyD0wQMxDV8tXOs,6.451199,-0.447043,Richard,NA,Akwanserem,NA,Female,15,NA,JHS Form 3,NA,No,NA,NA,NA,NA,NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,The school doesn’t have a library,My parents bought them for me,Yes,NA,Yes,2,NA,"Yes, I am a lantern leader right now",I enjoy the responsibility,NA,Every day,NA,"Yes, asked verbally",We able to leave more hours after school. Doing assignments and homework is easier because we have the lantern.,Other:,NA,NA,NA,Yes,Yes,Sometimes,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akwanserem
9/15/2025 5:28:26,144,R_fGo2BIMLpWIF897,6.450899,-0.447087,Richard,NA,Akwanserem,NA,Female,14,NA,JHS Form 2,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,2,NA,"Yes, I am a lantern leader right now",I enjoy the responsibility,NA,5 x per week,NA,"Yes, asked verbally",We able to learn and understand what our teachers thought us. We also able to do our homework,Other:,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akwanserem
9/15/2025 5:39:20,129,R_nfck6EdpVLtmN75,6.450963,-0.447073,Richard,NA,Akwanserem,NA,Female,13,NA,JHS Form 1,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,We able to help each in learning. We able to do our homework,Other:,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akwanserem
9/15/2025 5:01:25,244,R_7sUAeQ3L783NB9R,6.450927,-0.447178,Richard,NA,Akwanserem,NA,Male,8,NA,Class 4,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,I am able to learn and read after school. The light is very bright so it really help,Other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akwanserem
9/15/2025 5:20:35,211,R_dE6tEETJGg8H00j,6.450856,-0.447097,Isaac,NA,Akwanserem,NA,Male,14,NA,JHS Form 3,NA,No,NA,NA,NA,NA,NA,No,"No, I have no access to reading materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,6,NA,"Yes, I am a lantern leader right now",I enjoy the responsibility,NA,Every day,NA,"Yes, asked verbally",We use it to learn. Our group help each during our study time.,Other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akwanserem
9/15/2025 8:31:21,209,R_ixIrN11JAhmG95Y,6.157991,-0.338143,Richard,NA,Mpaem M/A Basic School,NA,Female,13,NA,JHS Form 2,NA,Yes,3-4 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not enough kits",NA,No,"Yes, I have access to books",Never,NA,NA,NA,NA,NA,Other:,Library not functioning,Family members,"Not currently, but they had one in the past","Yes, I used to use them",NA,NA,NA,NA,NA,NA,NA,NA,NA,I was able to learn at home,Broken lanterns,NA,NA,NA,Yes,Yes,Always,I feel more confident and comfortable when I have my period,NA,I have no challenges with the kit,NA,NA,NA,Yes,2 times a week,NA,"ICT,Typing,Social Studies,English,Science,Reading",NA,Sometimes,I have to go home after school to help my parents,NA,"Used Excel/Word/other installed programs,Gone on the RACHEL website,Read a book,Explored a website",NA,It makes learning easier,Not enough for all the school,Mpaem
9/16/2025 4:09:51,286,R_32ojr2SHReZ4CA9,6.245534,-0.078576,Richard,NA,Yonguase M/A Basic School,NA,Female,14,NA,JHS Form 3,NA,Yes,1-2 times,"Hands-on learning,Enjoyable to play with",NA,Not enough kits,NA,Yes,NA,Teacher brings books,Less than once a week,Yes,I like to learn new words,NA,Not enough books for us to read. Some of the books has become old,NA,NA,NA,Yes,NA,Yes,4,NA,"Yes, I am a lantern leader right now",I find it difficult,NA,3 x per week,NA,"Yes, asked verbally",It help me learn during the evening which I was not able to before the lantern came.  Because it’s durable am not worried about not working.,Other:,NA,NA,NA,Yes,Yes,Never,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,The pads and underwear are difficult to clean,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yonguase
9/16/2025 4:51:07,102,R_lvQROFb3i3QF3Mu,6.230913,-0.057752,Richard,NA,Yonguase M/A Basic School,NA,Male,11,NA,Class 5,NA,Yes,1-2 times,Help to understand confusing concepts,NA,Not allowed to use with freedom,NA,Yes,NA,Never,NA,NA,NA,NA,NA,I am not permitted to,NA,NA,Yes,NA,Yes,4,NA,"No, I have never been a lantern leader",NA,NA,4 x per week,NA,NA,The older ones help me with my homework and help me learn new things,Broken lanterns,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yonguase
9/16/2025 4:07:22,143,R_26AnEFkLUTu9Dux,6.281836,-0.106898,Richard,NA,Yonguase M/A Basic School,NA,Female,15,NA,JHS Form 2,NA,Yes,3-4 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not enough kits",NA,Yes,NA,Teacher brings books,Less than once a week,No,"I like to read books,I like to learn new words",NA,The room is small for us to fit,NA,NA,NA,Yes,NA,Yes,5,NA,"No, I have never been a lantern leader",NA,NA,Every day,NA,NA,It help me to learn at home and to do my homework,Broken lanterns,NA,NA,NA,Yes,Yes,Sometimes,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,Not enough underwear to use during my period,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yonguase
9/16/2025 4:23:26,619,R_7NCZLqLQd9rNQ8A,6.363546,-0.123321,Richard,NA,Yonguase M/A Basic School,NA,Male,12,NA,Class 6,NA,Yes,3-4 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not enough kits",NA,Yes,NA,Teacher brings books,I have never visited,I do not know,"I like to read books,I like to learn new words",NA,More reading books needed,NA,NA,NA,Yes,NA,Yes,4,NA,"Yes, I am a lantern leader right now",I find it difficult,NA,Every day,NA,"Yes, asked verbally",I am able to learn at home,Other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yonguase
9/16/2025 4:17:02,380,R_2fiixBrFwH6BvqU,6.218325,-0.059629,Isaac,NA,Yonguase M/A Basic School,NA,Female,15,NA,JHS Form 3,NA,Yes,1-2 times,"Hands-on learning,Help to understand confusing concepts,Enjoyable to play with",NA,"Missing parts,Not enough kits",NA,Yes,NA,Teacher brings books,I have never visited,No,"I like to read books,I like to learn new words",NA,The room for the library is small,NA,NA,NA,Yes,NA,Yes,4,NA,"I am not currently a leader, but I was in the past",I enjoy the responsibility,NA,Every day,NA,NA,I am able to read better now.,Other:,NA,NA,NA,Yes,Yes,Always,"I have learned more about my body and cycle,I no longer miss school because of my period,I feel more confident and comfortable when I have my period",NA,I have no challenges with the kit,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yonguase
9/16/2025 4:41:34,188,R_azpqG4NDFynh1dx,6.230993,-0.057644,Richard,NA,Yonguase M/A Basic School,NA,Male,11,NA,Class 6,NA,Yes,1-2 times,Hands-on learning,NA,Not allowed to use with freedom,NA,Yes,NA,Never,NA,NA,NA,NA,NA,I am not permitted to,NA,NA,Yes,NA,Yes,6,NA,"No, I have never been a lantern leader",NA,NA,5 x per week,NA,NA,I am able to learn reading at the house. The lantern help me also do my homework,Other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yonguase
